"name","email","phone","website","address","city","country","postcode","category"
"Ozzy Hair Design","info@ozzyhairdesign.co.uk","+44 20 7586 1466","https://ozzyhairdesign.co.uk/","70 St John's Wood High Street","London","UK","","hairdresser"
"St Johns Wood Barbers","info@sjwbarbers.co.uk","","https://stjohnswoodbarbers.co.uk/","10 St. Ann's Terrace","London","UK","","hairdresser"
"MJL Furniture Restoration","m.linane@btinternet.com","","https://www.michaeljlinane.co.uk/","4 Nugent Terrace","London","UK","","furniture"
"Fifty Three","info@ssopticians.co.uk","","https://safarianandsimon.co.uk/","53 Abbey Road","London","UK","","beauty"
"Fifty Three","info@safarianandsimon.co.uk","","https://safarianandsimon.co.uk/","53 Abbey Road","London","UK","","beauty"
"Spa Terminus Greengrocer","admin@spa-terminus.co.uk","","https://spa-terminus.co.uk/producer/greengrocer","","London","UK","SE16 4EJ","greengrocer"
"Vineyard Pharmacy","info@vineyardpharmacy.co.uk","+44 20 7624 2947","https://vineyardpharmacy.co.uk/","241 Elgin Avenue","London","UK","","pharmacy"
"Simon Warwick","simon@simonwarwick.co.uk","+44 20 7289 2100","https://www.simonwarwicksalons.co.uk/","34 Clifton Road","London","UK","","hairdresser"
"Ludmilla","info@ludmilla-salon.co.uk","+44 20 7266 1188","https://www.ludmilla-salon.co.uk/","59 Shirland Road","London","UK","","hairdresser"
"Ludmilla","info@ludmillasalon.com","+44 20 7266 1188","https://www.ludmilla-salon.co.uk/","59 Shirland Road","London","UK","","hairdresser"
"Amir Jewellers","info@amirgold.co.uk","","https://www.amirgold.co.uk/","245 Maida Vale","London","UK","","jewelry"
"High End Kitchen","info@highiendkitchen.co.uk","+44 7851 990476","https://www.highendkitchen.co.uk/","9 Marylands Road","London","UK","","kitchen"
"High End Kitchen","info@highendkitchen.co.uk","+44 7851 990476","https://www.highendkitchen.co.uk/","9 Marylands Road","London","UK","","kitchen"
"Sixty8","info@sixty8hairatelier.co.uk","+44 20 7286 1761","https://www.sixty8hairatelier.co.uk/","3 Formosa Street","London","UK","W9 1EE","beauty"
"Divine Brazilian Hair & Beauty","info@divinebrazilian.co.uk","+44 20 8964 1783","https://divinebrazilian.co.uk/","352 Kilburn Lane","London","UK","","beauty"
"Divine Brazilian Hair & Beauty","9641783info@divinebrazilian.co.uk","+44 20 8964 1783","https://divinebrazilian.co.uk/","352 Kilburn Lane","London","UK","","beauty"
"Al Manzil Furniture","almadinafurnitures@hotmail.co.uk","+44 20 8962 9431","https://www.almanzilfurniture.co.uk/","588 Harrow Road","London","UK","","furniture"
"Lalage Beaumont","knightsbridge@lalagebeaumont.com","+44 20 7584 9977","https://lalagebeaumont.com/","58 Beauchamp Place","London","UK","SW3 1NZ","clothes"
"Kazem","support@domainstore.com","+44 20 8968 8483","https://www.kazemhair.com/","558a Harrow Road","London","UK","","hairdresser_supply"
"Kricoss","info@kricoss.com","+44 20 8800 7528","https://kricoss.com/","58 Grand Parade","London","UK","N4 1AF","clothes"
"Curie Chemist","sales@curiechem.co.uk","+44 20 7262 4860","https://www.curiechemist.co.uk/","445 Edgware Road","London","UK","","pharmacy"
"Popin","operations@popinshops.co.uk","+44 7957 534426","https://popinshops.co.uk","2 Bessborough Street","London","UK","SW1V 2JA","convenience"
"Popin","enquiries@popinshops.co.uk","+44 7957 534426","https://popinshops.co.uk","2 Bessborough Street","London","UK","SW1V 2JA","convenience"
"Popin","sites@popinshops.co.uk","+44 7957 534426","https://popinshops.co.uk","2 Bessborough Street","London","UK","SW1V 2JA","convenience"
"Pure","hello@pure.co.uk","","https://www.pure.co.uk/","2 Kingdom Street","London","UK","","health_food"
"Pall Mall Barbers","info@pallmallbarbers.com","+44 20 7112 2373","https://www.pallmallbarbers.com/locations/paddington/","23 Sheldon Square","London","UK","","hairdresser"
"A & H Brass","sales@ahbrass.co.uk","+44 20 7402 1854","https://ahbrass.co.uk/","201-203 Edgware Road","London","UK","","hardware"
"One O Three Studio","info@103.studio","+44 20 7723 5648","https://103.studio/","103 Praed Street","London","UK","","hairdresser"
"MAC Cosmetics","jane@maccosmetics.co.uk","+44 370 192 5195","https://www.maccosmetics.co.uk/","109 King's Road","London","UK","","cosmetics"
"MAC Cosmetics","infomac@macosmetics.co.uk","+44 370 192 5195","https://www.maccosmetics.co.uk/","109 King's Road","London","UK","","cosmetics"
"Bamford Haybarn","guest.services@bamford.co.uk","","https://www.bamford.com/uk/pages/london-brompton-cross","104 Draycott Avenue","London","UK","","cosmetics"
"Bamford Haybarn","bamfordspa.bromptoncross@bamford.co.uk","","https://www.bamford.com/uk/pages/london-brompton-cross","104 Draycott Avenue","London","UK","","cosmetics"
"Bamford Haybarn","bromptoncross@bamford.co.uk","","https://www.bamford.com/uk/pages/london-brompton-cross","104 Draycott Avenue","London","UK","","cosmetics"
"Bamford Haybarn","bamfordspa.cotswolds@bamford.co.uk","","https://www.bamford.com/uk/pages/london-brompton-cross","104 Draycott Avenue","London","UK","","cosmetics"
"Britannia Pharmacy","customerservices@britanniapharmacy.com","+44 20 8594 9966","https://www.britanniapharmacy.com/","Minter Road","Barking","UK","","chemist"
"Kindare","kindare@kindare.com","+44 20 7402 9016","https://www.kindare.uk/","30 Connaught Street","London","UK","","clothes"
"Eliza Jane Howell","info@elizajanehowell.com","+44 20 7436 2992","https://www.elizajanehowell.com/","15 Connaught Street","London","UK","","clothes"
"Imaggio Interiors","info@imaggiointeriors.co.uk","","https://www.imaggiointeriors.co.uk/","","London","UK","","kitchen"
"Dancing Chain Bike Shop","info@dancingchain.co.uk","","https://www.dancingchain.co.uk/","297 High Road Leytonstone","London","UK","E11 4HH","bicycle"
"Wedding Atelier","info@weddingatelier.co.uk","+44 20 7402 5685","https://weddingatelier.co.uk/","22 Craven Terrace","London","UK","","tailor"
"Graham & Green","paddington@grahamandgreen.co.uk","+44 20 8987 3752","https://www.grahamandgreen.co.uk/about/stores/bayswater/","38 Porchester Road","London","UK","","houseware"
"Graham & Green","mailorder@grahamandgreen.co.uk","+44 20 8987 3752","https://www.grahamandgreen.co.uk/about/stores/bayswater/","38 Porchester Road","London","UK","","houseware"
"Graham & Green","info@grahamandgreen.co.uk","+44 20 8987 3752","https://www.grahamandgreen.co.uk/about/stores/bayswater/","38 Porchester Road","London","UK","","houseware"
"Graham & Green","press@grahamandgreen.co.uk","+44 20 8987 3752","https://www.grahamandgreen.co.uk/about/stores/bayswater/","38 Porchester Road","London","UK","","houseware"
"Graham & Green","trade@grahamandgreen.co.uk","+44 20 8987 3752","https://www.grahamandgreen.co.uk/about/stores/bayswater/","38 Porchester Road","London","UK","","houseware"
"Graham & Green","goods.in@grahamandgreen.co.uk","+44 20 8987 3752","https://www.grahamandgreen.co.uk/about/stores/bayswater/","38 Porchester Road","London","UK","","houseware"
"Specsavers","customer.whitechapel.uk@specsavers.com","","https://www.specsavers.co.uk/stores/whitechapel","331 Whitechapel Road","London","UK","E1 1BU","optician"
"Asda Bakery","community_isleofdogs@asda.uk","","https://storelocator.asda.com/london/london/151-east-ferry-road-isle-of-dogs","151 East Ferry Road","London","UK","E14 3BT","bakery"
"AllSaints","ask@allsaints.com","+44 1322 422620","https://www.allsaints.com/","Thames Walk","Greenhithe","UK","DA9 9SJ","clothes"
"about the BIKE","info@aboutthe.bike","","https://www.aboutthe.bike","124 Dalston Lane","London","UK","","bicycle"
"Gina Conway Salon Spa","recruitment@ginaconway.co.uk","+44 20 7229 6644","https://ginaconwaysalons.co.uk/","62 Westbourne Grove","London","UK","","hairdresser"
"Gina Conway Salon Spa","socialmedia@ginaconway.co.uk","+44 20 7229 6644","https://ginaconwaysalons.co.uk/","62 Westbourne Grove","London","UK","","hairdresser"
"Gina Conway Salon Spa","wimreception@ginaconway.co.uk","+44 20 7229 6644","https://ginaconwaysalons.co.uk/","62 Westbourne Grove","London","UK","","hairdresser"
"Beauty Base","online@beautybase.com","+44 20 7229 5600","https://www.beautybase.com/","136 Queensway","London","UK","","perfumery"
"Mark Glenn","info@markglenn.com","+44 20 7495 6969","http://www.markglenn.com/","32-34 Leinster Terrace","London","UK","","hairdresser"
"Handford Wines","info@waudhandfordwines.com","+44 20 7589 6113","https://www.handford.net/","105 Old Brompton Road","London","UK","SW7 3LE","wine"
"Crucial Trading","sales@crucial-trading.com","+44 20 7221 9000","https://www.crucial-trading.com/","79 Westbourne Park Road","London","UK","","carpet"
"Crucial Trading","interior.design@crucial-trading.com","+44 20 7221 9000","https://www.crucial-trading.com/","79 Westbourne Park Road","London","UK","","carpet"
"Crucial Trading","marketing@crucial-trading.com","+44 20 7221 9000","https://www.crucial-trading.com/","79 Westbourne Park Road","London","UK","","carpet"
"Phillo","contact@sansoxygen.com","+44 20 7727 4555","https://philloflowers.com/","59 Chepstow Road","London","UK","","florist"
"Artesian Tailoring","info@ndiscovered.com","+44 20 7221 7535","http://www.artesiantailoring.co.uk/","57 Chepstow Road","London","UK","","tailor"
"Artesian Tailoring","info@indiantypefoundry.com","+44 20 7221 7535","http://www.artesiantailoring.co.uk/","57 Chepstow Road","London","UK","","tailor"
"Artesian Tailoring","info@artesiantailoring.co.uk","+44 20 7221 7535","http://www.artesiantailoring.co.uk/","57 Chepstow Road","London","UK","","tailor"
"Heidi Klein","chelsea@heidiklein.com","","https://www.heidiklein.com/","174 Westbourne Grove","London","UK","","clothes"
"77 Hair Salon","n@theprohair.store","+44 20 7221 6794","https://www.77hairsalon.com/","77 Westbourne Park Road","London","UK","","hairdresser"
"Martin Moore","enquiries@martinmoore.com","+44 20 7221 2727","https://www.martinmoore.com/showrooms/","176 Westbourne Grove","London","UK","","kitchen"
"Martin Moore","janet.wallace@martinmoore.com","+44 20 7221 2727","https://www.martinmoore.com/showrooms/","176 Westbourne Grove","London","UK","","kitchen"
"LOVE BRAND & Co","concierge@lovebrand.com","+44 20 7221 9707","https://lovebrand.com/","170 Westbourne Grove","London","UK","","clothes"
"LOVE BRAND & Co","info@lovebrand.com","+44 20 7221 9707","https://lovebrand.com/","170 Westbourne Grove","London","UK","","clothes"
"LOVE BRAND & Co","support@lovebrand.com","+44 20 7221 9707","https://lovebrand.com/","170 Westbourne Grove","London","UK","","clothes"
"Andy Monzer","info@andy-monzer.co.uk","+44 20 7221 3686","https://www.andymonzer.co.uk/","73a Westbourne Grove","London","UK","","hairdresser"
"Apogii Clinic Cryo","reception@apogiiclinic.co.uk","+44 20 7229 8580","https://www.apogiiclinic.co.uk/","105 Westbourne Grove","London","UK","","beauty"
"Bagista","info@bagista.co.uk","+44 20 3940 9822","https://bagista.co.uk/","","London","UK","","fashion_accessories"
"Heals Outlet","cservices@heals.co.uk","+44 20 3150 2800","https://www.heals.com/stores/kings-road.html","324-326 King's Road","London","UK","SW3 5UR","furniture"
"Sign of the Times","sign_ofthetimes@hotmail.co.uk","+44 7791 543107","https://www.wearesott.com/","5 Elystan Street","London","UK","","clothes"
"Sign of the Times","hello@signofthetimeslondon.com","+44 7791 543107","https://www.wearesott.com/","5 Elystan Street","London","UK","","clothes"
"Sign of the Times","antoniatimpany@hotmail.co.uk","+44 7791 543107","https://www.wearesott.com/","5 Elystan Street","London","UK","","clothes"
"Eighty-8","info@eighty-8.co.uk","+44 20 3551 1426","https://www.eighty-8.co.uk/","King's Road","London","UK","SW3 5EP","beauty"
"Eighty-8","hello@eighty-8.co.uk","+44 20 3551 1426","https://www.eighty-8.co.uk/","King's Road","London","UK","SW3 5EP","beauty"
"Eighty-8","pawelurbanski@eighty-8.co.uk","+44 20 3551 1426","https://www.eighty-8.co.uk/","King's Road","London","UK","SW3 5EP","beauty"
"Eighty-8","kingsroad@eighty-8.co.uk","+44 20 3551 1426","https://www.eighty-8.co.uk/","King's Road","London","UK","SW3 5EP","beauty"
"Eighty-8","battersea@eighty-8.co.uk","+44 20 3551 1426","https://www.eighty-8.co.uk/","King's Road","London","UK","SW3 5EP","beauty"
"Eighty-8","nottinghill@eighty-8.co.uk","+44 20 3551 1426","https://www.eighty-8.co.uk/","King's Road","London","UK","SW3 5EP","beauty"
"Eighty-8","chelsea@eighty-8.co.uk","+44 20 3551 1426","https://www.eighty-8.co.uk/","King's Road","London","UK","SW3 5EP","beauty"
"Eighty-8","coventgarden@eighty-8.co.uk","+44 20 3551 1426","https://www.eighty-8.co.uk/","King's Road","London","UK","SW3 5EP","beauty"
"Oka","chelsea@oka.com","+44 20 7581 2574","https://www.oka.com/shops/chelsea/","155-167 Fulham Road","London","UK","","furniture"
"Designer Exchange","designerexchange.wecare@webuy.com","+44 20 7352 9784","https://uk.designerexchange.com/","328 King's Road","London","UK","","clothes"
"London Premier Laser & Scin","liverpoolst@premierlaserclinic.co.uk","+44 20 7229 2828","https://londonpremierlaser.co.uk/","2 Wellington Terrace","London","UK","","beauty"
"London Premier Laser & Scin","clapham@premierlaserclinic.co.uk","+44 20 7229 2828","https://londonpremierlaser.co.uk/","2 Wellington Terrace","London","UK","","beauty"
"London Premier Laser & Scin","fulham@premierlaserclinic.co.uk","+44 20 7229 2828","https://londonpremierlaser.co.uk/","2 Wellington Terrace","London","UK","","beauty"
"London Premier Laser & Scin","kingston@premierlaserclinic.co.uk","+44 20 7229 2828","https://londonpremierlaser.co.uk/","2 Wellington Terrace","London","UK","","beauty"
"London Premier Laser & Scin","soho@premierlaserclinic.co.uk","+44 20 7229 2828","https://londonpremierlaser.co.uk/","2 Wellington Terrace","London","UK","","beauty"
"London Premier Laser & Scin","cannonst@dermareviveskinclinic.co.uk","+44 20 7229 2828","https://londonpremierlaser.co.uk/","2 Wellington Terrace","London","UK","","beauty"
"Notting Hill Gate Opticians","info@nhgopticians.co.uk","+44 20 7243 6219","https://www.nhgopticians.co.uk/","18 Notting Hill Gate","London","UK","","optician"
"Penny","flowers@pennybb.com","+44 20 3972 0371","https://www.pennybb.com/","17 Elystan Street","London","UK","","florist"
"Emmy","enquiries@emmylondon.com","+44 20 7704 0012","https://www.emmylondon.com/","74 Fulham Road","London","UK","","shoes"
"Emmy","name@mail.com","+44 20 7704 0012","https://www.emmylondon.com/","74 Fulham Road","London","UK","","shoes"
"Ella","raffaella@ellaboutique.co.uk","+44 20 3441 1846","https://ellaboutique.co.uk/","133 Fulham Road","London","UK","","clothes"
"Rene Caovilla","pressoffice@caovilla.com","+44 20 7225 0584","https://www.renecaovilla.com/","311 Brompton Road","London","UK","SW3 2DY","shoes"
"Haks Oscar","info@haksoscar.co.uk","+44 20 7751 4394","http://www.haksoscar.co.uk/","319 King's Road","London","UK","","hairdresser"
"Sinclair Till","info@sinclairtill.co.uk","","https://www.sinclairtill.co.uk/","28 Chepstow Corner","London","UK","","carpet"
"Sinclair Till","chepstow@sinclairtill.co.uk","","https://www.sinclairtill.co.uk/","28 Chepstow Corner","London","UK","","carpet"
"Isabel Marant","clientservices@isabelmarant.com","+44 20 7584 2525","https://www.isabelmarant.com/","186/188 Walton Street","London","UK","","clothes"
"Onda Beauty","hellotribeca@ondabeauty.com","+44 20 7792 2300","https://www.ondabeauty.com/","187 Westbourne Grove","London","UK","","cosmetics"
"Onda Beauty","brands@ondabeauty.com","+44 20 7792 2300","https://www.ondabeauty.com/","187 Westbourne Grove","London","UK","","cosmetics"
"Caramel","paris@caramel-shop.co.uk","+44 20 7589 7001","https://www.caramel-shop.co.uk/pages/stores","291 Brompton Road","London","UK","","clothes"
"Pippa Small","20enquiries@pippasmall.com","+44 20 7792 1292","https://pippasmall.com/","201 Westbourne Grove","London","UK","","jewelry"
"Pippa Small","enquiries@pippasmall.com","+44 20 7792 1292","https://pippasmall.com/","201 Westbourne Grove","London","UK","","jewelry"
"Pippa Small","20wholesale@pippasmall.com","+44 20 7792 1292","https://pippasmall.com/","201 Westbourne Grove","London","UK","","jewelry"
